2024-01-28 19:03:22.611 UTC,,,70,,65b6a4fa.46,1,,2024-01-28 19:03:22 UTC,,0,LOG,00000,"ending log output to stderr",,"Future log output will go to log destination ""csvlog"".",,,,,,,"","postmaster",,0
2024-01-28 19:03:22.611 UTC,,,70,,65b6a4fa.46,2,,2024-01-28 19:03:22 UTC,,0,LOG,00000,"starting PostgreSQL 14.7 (Ubuntu 14.7-1.pgdg22.04+1) on aarch64-unknown-linux-gnu, compiled by gcc (Ubuntu 11.3.0-1ubuntu1~22.04) 11.3.0, 64-bit",,,,,,,,,"","postmaster",,0
2024-01-28 19:03:22.611 UTC,,,70,,65b6a4fa.46,3,,2024-01-28 19:03:22 UTC,,0,LOG,00000,"listening on IPv4 address ""0.0.0.0"", port 5432",,,,,,,,,"","postmaster",,0
2024-01-28 19:03:22.611 UTC,,,70,,65b6a4fa.46,4,,2024-01-28 19:03:22 UTC,,0,LOG,00000,"listening on IPv6 address ""::"", port 5432",,,,,,,,,"","postmaster",,0
2024-01-28 19:03:22.623 UTC,,,70,,65b6a4fa.46,5,,2024-01-28 19:03:22 UTC,,0,LOG,00000,"listening on Unix socket ""/var/run/postgresql/.s.PGSQL.5432""",,,,,,,,,"","postmaster",,0
2024-01-28 19:03:22.627 UTC,,,73,,65b6a4fa.49,1,,2024-01-28 19:03:22 UTC,,0,LOG,00000,"database system was shut down at 2024-01-28 19:03:22 UTC",,,,,,,,,"","startup",,0
2024-01-28 19:03:22.633 UTC,,,70,,65b6a4fa.46,6,,2024-01-28 19:03:22 UTC,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,,"","postmaster",,0
2024-01-28 19:03:22.635 UTC,,,84,,65b6a4fa.54,1,,2024-01-28 19:03:22 UTC,4/0,0,LOG,00000,"TimescaleDB background worker launcher connected to shared catalogs",,,,,,,,,"","TimescaleDB Background Worker Launcher",,0
2024-01-28 19:03:22.649 UTC,,,83,,65b6a4fa.53,1,,2024-01-28 19:03:22 UTC,2/0,0,LOG,00000,"pg_cron scheduler started",,,,,,,,,"","pg_cron launcher",,0
2024-01-28 19:03:23.602 UTC,,,88,"[local]",65b6a4fb.58,1,"",2024-01-28 19:03:23 UTC,,0,LOG,00000,"connection received: host=[local]",,,,,,,,,"","not initialized",,0
2024-01-28 19:03:23.603 UTC,"postgres","postgres",88,"[local]",65b6a4fb.58,2,"authentication",2024-01-28 19:03:23 UTC,5/4,0,LOG,00000,"connection authorized: user=postgres database=postgres application_name=pg_isready",,,,,,,,,"","client backend",,0
2024-01-28 19:03:23.606 UTC,"postgres","postgres",88,"[local]",65b6a4fb.58,3,"idle",2024-01-28 19:03:23 UTC,,0,LOG,00000,"disconnection: session time: 0:00:00.003 user=postgres database=postgres host=[local]",,,,,,,,,"pg_isready","client backend",,0
2024-01-28 19:03:23.608 UTC,,,90,"[local]",65b6a4fb.5a,1,"",2024-01-28 19:03:23 UTC,,0,LOG,00000,"connection received: host=[local]",,,,,,,,,"","not initialized",,0
2024-01-28 19:03:23.609 UTC,"postgres","postgres",90,"[local]",65b6a4fb.5a,2,"authentication",2024-01-28 19:03:23 UTC,5/5,0,LOG,00000,"connection authorized: user=postgres database=postgres application_name=pg_isready",,,,,,,,,"","client backend",,0
2024-01-28 19:03:23.610 UTC,"postgres","postgres",90,"[local]",65b6a4fb.5a,3,"idle",2024-01-28 19:03:23 UTC,,0,LOG,00000,"disconnection: session time: 0:00:00.002 user=postgres database=postgres host=[local]",,,,,,,,,"pg_isready","client backend",,0
2024-01-28 19:03:23.614 UTC,,,91,"[local]",65b6a4fb.5b,1,"",2024-01-28 19:03:23 UTC,,0,LOG,00000,"connection received: host=[local]",,,,,,,,,"","not initialized",,0
2024-01-28 19:03:23.614 UTC,"postgres","postgres",91,"[local]",65b6a4fb.5b,2,"authentication",2024-01-28 19:03:23 UTC,5/6,0,LOG,00000,"connection authorized: user=postgres database=postgres application_name=Patroni",,,,,,,,,"","client backend",,0
